DRUGBANK_ID,pipe_genesymbol
DB15048,SLC5A4
DB00254,ESR1
DB12798,HTR2B
DB00197,XIAP
DB11962,PIK3R5
DB00301,HLA-DRA
DB00482,ABL1
DB00675,PIP
DB00555,CYP2C9
DB12610,CYP2C19
DB00643,CYP1A2
DB00432,SLC29A1
DB12085,BIRC3
DB04835,OPRM1
DB03310,AR
DB12610,CYP2D6
DB00415,HLA-A
DB09378,NR3C1
DB11891,KRAS
DB00776,SCN3A
DB02375,POLK
DB00945,GP1BA
DB00257,HIF1A
DB15588,HDAC1
DB00412,TRPC5
DB01033,PRPS1
DB15357,HTR7
DB00780,SLC6A4
DB00605,KDM4E
DB00393,NR1H4
DB00844,CYP1A2
DB00441,DCK
DB12391,TUBB
DB05220,RET
DB00531,TP53AIP1
DB14061,NFE2L2
DB00422,ESYT2
DB01076,SLCO1B1
DB13674,AR
DB00255,CYP2C19
DB05219,PDE1A
DB00162,ESR1
DB04896,SLC6A2
DB00205,HEXA
DB00091,UGT1A8
DB01051,HSP90AA1
DB00352,TPM3
DB08313,NR0B1
DB04865,TERT
DB13766,CYP2D6
DB00396,PZP
DB13029,PDE4B
DB05075,BLK
DB04880,ATAD5
DB01168,CSF2
DB01108,AR
DB00945,TNFRSF11A
DB04540,NFE2L2
DB01076,ACE
DB00245,COMT
DB00227,SLCO1B1
DB11651,JAK2
DB15584,ALDH1A1
DB00197,APOE
DB00353,HTR1E
DB00833,MAPT
DB06608,ROS1
DB11836,MAPKAP1
DB01077,CYP3A4
DB01032,ABCB1
DB00887,NFE2L2
DB00277,PDE4C
DB00758,CYP3A4
DB12016,S1PR4
DB04769,MTOR
DB04842,HTT
DB11327,KAT2A
DB00674,BCHE
DB00224,CYP2C9
DB01268,CYP3A5
DB01159,GABRA2
DB12369,GSK3A
DB00571,CYP2C9
DB00316,SULT1E1
DB01065,PRL
DB11718,EGFR
DB12729,NPM1
DB09119,SCN8A
DB12319,HSD17B10
DB09031,PLA2G1B
DB00446,CYP2C19
DB13182,RACGAP1
DB02546,TUBB2A
DB06201,SCN7A
DB00505,CHRM1
DB00482,PTGER4
DB01028,GABRG2
DB03285,JUN
DB16101,GPR35
DB01105,CYP2B6
DB07863,CYP1A2
DB11772,PIK3R4
DB00831,THPO
DB11762,PSMB10
DB12937,ABCA5
DB04149,CYP3A4
DB00756,SUMO1
DB00694,ABCC1
DB12978,FLT1
DB00421,PPARG
DB09053,PLCG2
DB02105,EHMT2
DB04951,HSD17B10
DB00334,GFER
DB15091,PTK2B
DB11740,KRAS
DB13399,DRD3
DB00439,CYP2C8
DB00943,MAPK1
DB14904,PIK3CA
DB06999,KDR
DB11694,NEK4
DB04297,SMN1
DB08839,HTR6
DB00420,CHRM5
DB03860,ESR1
DB00544,NQO1
DB12774,MAPKAP1
DB00544,CBLB
DB00482,HSPA4
DB01229,ABCG2
DB01234,NR1I2
DB09056,AR
DB01726,AHR
DB00480,RBX1
DB12714,KCNV2
DB01025,PDE4D
DB00489,AR
DB16103,TUBB
DB07778,UQCR10
DB12369,KDR
DB15419,HDAC6
DB00757,HTR3E
DB14201,ALDH1A1
DB00997,CBR3
DB00878,PLIN1
DB09526,NQO1
DB13715,CYP3A4
DB12305,HTT
DB08918,SLC6A2
DB00905,PTGER1
DB00531,NOS1
DB01196,KLK3
DB00746,NEUROD1
DB00332,CHRM4
DB06518,MAPK9
DB01151,SLC29A4
DB08912,ATXN1L
DB04014,PKN2
DB00294,AR
DB00150,KYAT1
DB08770,ADORA1
DB00310,NPPA
DB02757,TSPO
DB11464,AR
DB00630,PTPN4
DB00853,BRCA2
DB01222,PGR
DB01248,IGF2
DB14061,MGMT
DB00682,CYP2C9
DB02365,KDM4A
DB01060,POLH
DB06824,CA14
DB08230,ALOX15
DB00402,GABRB3
DB01045,SLCO1B3
DB13629,IDH1
DB11666,PIK3R4
DB00794,GABRB1
DB01427,CYP3A4
DB03444,ALOX5
DB04883,EDNRB
DB02596,EHMT2
DB12015,PIK3C2G
DB00924,DRD1
DB00243,SCN4A
DB14212,NFE2L2
DB01408,BCHE
DB01200,AR
DB00189,GABRA1
DB00456,EHMT2
DB06600,THOP1
DB01234,CHKA
DB00851,CYP2D6
DB11221,CYP1A2
DB11793,IDH1
DB01422,CASP6
DB08911,FGFR1
DB00563,SPECC1L
DB00608,CYP2C19
DB11398,VDR
DB04813,CYP3A4
DB01175,BMP5
DB00482,CACNA1E
DB00312,GABRB1
DB02375,THPO
DB05219,PDE7A
DB01559,GABRA2
DB00451,F9
DB00530,FLT1
DB08911,ERBB3
DB05928,CAMK2D
DB04743,CYP2C19
DB00620,MMP1
DB15588,HDAC3
DB16024,POLK
DB06412,CYP3A4
DB00563,ALOX5
DB05812,AR
DB07726,NFE2L2
DB06529,GABRG1
DB00402,GABRA6
DB13247,CHRM5
DB00997,ABCC4
DB00259,G6PD
DB01169,TXNRD2
DB00874,CYP1A2
DB01392,HTR1E
DB01175,TSPAN5
DB00864,CTLA4
DB01115,AR
DB02656,NFE2L2
DB11909,PLA2G10
DB15584,APEX1
DB04014,BRSK1
DB01017,CYP1A2
DB00531,CTNNB1
DB11841,ERBB2
DB12985,HDAC2
DB04216,MPHOSPH8
DB00352,DOK5
DB00544,DLG5
DB12188,DRD1
DB00282,CXCL8
DB08059,PLK2
DB01197,CYP19A1
DB02712,NFKB2
DB04813,TP53
DB05608,TUBB1
DB01104,SLC6A3
DB11837,CYP11B2
DB01234,AR
DB00158,FOLR1
DB03374,POLI
DB00563,IL2
DB01212,ABCC3
DB00903,AR
DB04841,CACNA1A
DB13943,AR
DB01396,IDH1
DB03172,SMAD3
DB00317,EMP1
DB01076,APOB
DB11986,BTK
DB00679,EHMT2
DB11738,ADRA2C
DB12267,ROS1
DB12693,CBX1
DB12532,HIF1A
DB00726,CYP2C19
DB00808,SLC12A3
DB14774,PDE10A
DB08059,VDR
DB00281,SCN4A
DB00620,CYP2D6
DB04816,NFE2L2
DB13166,ACE
DB00834,ABCB1
DB06204,SULT1A3
DB08544,ATXN2
DB00727,GUCY1A2
DB00199,XDH
DB14213,ACE
DB00335,NR1H3
DB11890,ITGA5
DB15588,PTGS2
DB00589,HTR6
DB00834,MPHOSPH8
DB08162,SGK2
DB05220,ERBB4
DB00390,NOS3
DB00675,GPER1
DB13520,HPSE
DB11581,IGH
DB13400,EHMT2
DB14680,TUBB1
DB08313,CYP1A2
DB00281,SCN3A
DB00191,NAT1
DB09031,PIK3CA
DB02365,TP53
DB12714,KCNH2
DB01171,CYP2C19
DB00398,TAOK1
DB05294,EPHA7
DB01229,E2F1
DB00207,NOS1
DB00619,TAOK1
DB00675,CYP3A4
DB00331,SP1
DB00223,PLA2G1B
DB12985,HDAC3
DB01149,ADRA1B
DB02115,NPC1
DB01548,OPRK1
DB12044,GIPR
DB00471,MLLT3
DB01248,PRDX4
DB01229,DSCAM
DB00363,CYP1A2
DB04459,CYP2C9
DB02901,RXRA
DB11478,HSP90AA1
DB06637,KCNA6
DB00877,DCN
DB13139,TSHR
DB13793,CHRM1
DB08058,PARP3
DB13014,RECQL
DB11268,BAZ2B
DB00091,CYP3A7
DB11764,BTK
DB12039,GAA
DB00806,PDE1B
DB13472,ESR1
DB06454,DRD2
DB00501,SLC47A1
DB12745,PRKCA
DB00977,NR3C1
DB07232,PTEN
DB01193,TG
DB00482,PLAU
DB11345,JUN
DB12962,TAOK1
DB00907,SYT1
DB06786,NR3C1
DB01329,ABCC2
DB00990,AR
DB04242,CA1
DB08324,MAPK13
DB01216,TGM2
DB01097,SMN2
DB11775,PAK1
DB00773,TYMSOS
DB01229,CDK2
DB01852,NFKB1
DB13182,SMN2
DB00309,ABCB1
DB15584,CYBB
DB00563,ICAM3
DB00864,GPT
DB01462,OPRM1
DB01179,TUBB8
DB00945,PPARG
DB01645,SLC2A4
DB01726,AR
DB02709,BIRC5
DB01259,CYP3A4
DB00988,ADRA2C
DB04546,AHCY
DB11651,CRTC1
DB13411,VDR
DB00756,PLK1
DB08059,HSP90AA1
DB12610,ALB
DB14636,AKT2
DB06637,KCNA5
DB15933,HSP90AA1
DB00544,PON1
DB01422,HSP90AA1
DB05608,TUBB2A
DB00968,BLM
DB00188,PRB2
DB12981,BRAF
DB01254,SYK
DB14850,IFNL3
DB00976,KCNH2
DB00184,AFP
DB11801,GRIN2B
DB13467,AR
DB00501,SLC47A2
DB01254,MAP3K20
DB00500,MPO
DB00754,SCN7A
DB08961,NFE2L2
DB01235,BLM
DB00230,CACNA1D
DB13340,CYP2D6
DB13089,AKR1B10
DB13374,CHRM4
DB08872,CACNG5
DB12050,NOTCH4
DB00197,CYP2D6
DB01113,PDE4D
DB00643,TUBB
DB01248,BARD1
DB00476,MIEF2
DB00976,CYP3A4
DB01330,POLH
DB01082,EHMT2
DB07919,HSD17B10
DB00423,CYP2C9
DB00783,GAPDH
DB02010,STK3
DB15447,GPR84
DB00132,MAPT
DB08816,SLC29A1
DB01048,ADH1B
DB11961,MMP9
DB00864,ZSCAN25
DB01200,HTR1B
DB12319,PLK1
DB00970,HTT
DB00912,KCNQ1
DB13505,CHRM5
DB00441,TGM2
DB09069,CYP1A2
DB02823,POLI
DB04216,PIK3R4
DB05220,PLK4
DB00502,SLC6A5
DB01235,SLC6A3
DB00908,KCNT1
DB04880,DRD1
DB06413,ADRA1D
DB00997,GSTP1
DB01234,LIF
DB00762,DCBLD1
DB01179,TUBA3C
DB05928,RPS6KA5
DB12319,USP1
DB12452,GJA8
DB00459,RARG
DB15399,EGFR
DB00753,GABRE
DB01129,MAPT
DB01645,CXCR2
DB14575,SCN3A
DB00783,CYP2D6
DB13174,GLS
DB01852,HIF1A
DB12686,CDK13
DB00975,RAPGEF4
DB02010,SLC2A4
DB11691,OPRD1
DB01200,FOS
DB00714,HSD17B10
DB16182,HTT
DB12719,NR1H4
DB11893,NCSTN
DB13873,PPARD
DB00678,ABCB1
DB00091,VCAN
DB01259,CDKN1B
DB00353,HTR2B
DB05076,TGFB1
DB00363,ABCB1
DB00132,RECQL
DB00754,SCN11A
DB12686,CDK8
DB06682,GUCY1A2
DB13237,TP53
DB11742,MTOR
DB00368,DRD1
DB07715,EHMT2
DB00945,ZBTB22
DB06825,STS
DB00208,HLA-C
DB00501,NOS1
DB02342,GLP1R
DB01002,CYP1A2
DB16139,NFKB1
DB13245,RXRA
DB01234,SAG
DB13036,KMT2A
DB12015,PIK3C3
DB04228,KDM4E
DB14680,TUBB8
DB00352,GDA
DB11716,GSR
DB00968,POLB
DB00227,ABCC2
DB00661,TYMS
DB11801,GRIN2D
DB06518,CSNK1D
DB12369,PRKD1
DB04813,AR
DB01241,ACE
DB00242,DCK
DB06144,CYP3A4
DB00851,CYP2C19
DB01069,CYP1A1
DB00481,PTGS2
DB01067,CYP2C9
DB01009,SLC5A8
DB06637,KCNG3
DB00844,CYP3A4
DB00441,SLC28A3
DB00347,CACNA1H
DB01577,ANKS1B
DB05187,PPARA
DB04690,MGMT
DB01229,ABCC10
DB01119,EHMT2
DB12111,HTR2B
DB01142,CYP1A2
DB05928,FYN
DB00495,SLC22A11
DB00999,NEDD4L
DB06216,HTR2A
DB06433,RRM2B
DB00334,ABCB1
DB14011,OPRM1
DB12371,S1PR4
DB08984,CYP1A2
DB00477,IDH1
DB07615,ARSA
DB01078,ATP1A2
DB00898,MT2A
DB07159,SRC
DB12141,ROS1
DB05521,CYP24A1
DB00586,UGT1A10
DB05223,HDAC7
DB05103,HDAC2
DB00619,BIRC5
DB00335,DPYS
DB12105,CACNB4
DB00734,GRM3
DB09120,CYP1A2
DB01159,GABRA4
DB06461,FGF2
DB00900,XDH
DB00990,ERBB2
DB00244,CHUK
DB00255,ERBB2
DB11694,MARK2
DB00441,NT5C3A
DB01330,L3MBTL1
DB00273,SCN9A
DB14007,CDKN1A
DB01026,CBX1
DB11919,CYP2C19
DB11730,NOTCH1
DB11663,PTEN
DB11729,SLC10A2
DB05695,KCNH2
DB12641,HTR3D
DB00463,GABRP
DB12610,ALOX15B
DB00668,KDM4E
DB00361,TUBB8
DB05294,EPHA6
DB00641,RHOA
DB00333,ACHE
DB01189,GABRP
DB00606,GRIA3
DB00242,DIABLO
DB07640,VDR
DB12369,MAP2K1
DB01396,ATP1B1
DB00933,HTR2C
DB11986,BLK
DB01601,CYP3A5
DB11699,CYP2D6
DB01268,VEGFC
DB00317,MINK1
DB14663,GATA4
DB01234,SMAD3
DB14061,CYP3A4
DB00206,NR1I2
DB09074,BAP1
DB08901,ABI1
DB00384,ESR1
DB00758,CYP2D6
DB00997,CYP2C9
DB00860,FCGR3A
DB03374,EHMT2
DB12392,HDAC9
DB00482,CACNA1H
DB12885,ADORA2B
DB14061,APEX1
DB00987,RRM2B
DB00988,ADRA2B
DB01382,KCNJ1
DB12429,MAPK11
DB01234,RET
DB00401,CACNA1S
DB11986,NPM1
DB13051,PIK3R5
DB01643,TYMS
DB05220,NTRK1
DB01232,CYP7B1
DB13598,TAC1
DB04813,HPGD
DB11363,MET
DB02999,KDM4E
DB08881,CIC
DB00242,NFE2L2
DB00435,GUCY1B2
DB01104,ABCB1
DB12332,CYP2C9
DB00813,MYD88
DB00997,NTRK2
DB01328,VDR
DB04216,BLM
DB00252,GGT1
DB00877,MMP1
DB06787,CHRM3
DB01215,BRD4
DB16101,FEN1
DB15954,CHRM1
DB11986,JAK2
DB11694,LIMK1
DB01248,SOX10
DB01357,AGT
DB00502,ANKK1
DB01452,COMT
DB13481,ALOX5
DB01933,CHEK2
DB00353,HTR2C
DB00531,TOP1
DB11703,ITK
DB01236,KCNK18
DB01254,AURKB
DB00682,CYP2C19
DB12729,EML4
DB04743,NOS1
DB11740,YES1
DB04786,KMT2A
DB01217,MAP4K4
DB01418,GGCX
DB06700,SLC6A3
DB13393,MTOR
DB02383,AKR1B1
DB00170,CYP1A2
DB00730,AHR
DB00762,UBE2I
DB01042,ABL1
DB09115,KDM4E
DB08039,CYP3A4
DB08190,CYP3A4
DB09239,CYP2D6
DB06148,DRD1
DB12465,CYP2C19
DB00537,CYP1A2
DB00335,SLC4A1
DB01224,ADRA1B
DB03044,CDK8
DB01115,CYP2D6
DB11836,NFE2L2
DB11689,EGFR
DB03904,CTSB
DB08544,GBA
DB03266,NFE2L2
DB02377,GCH1
DB00762,PIK3CA
DB04297,HDAC1
DB00328,ABCC1
DB00149,CYP2C19
DB00091,JAK1
DB11519,PTGFR
DB00248,DRD1
DB00829,CYP2C19
DB02709,BRCA1
DB00619,SMAD4
DB11913,STK3
DB02546,CFTR
DB00472,PPP1R1B
DB01196,USP1
DB05513,STAT3
DB00409,CYP2C19
DB08889,PSMD9
DB12543,OPRK1
DB06201,SCN2A
DB00818,GABRD
DB06803,EHMT2
DB01235,EHMT2
DB00850,MPHOSPH8
DB06134,EPHA2
DB09198,PPARA
DB01602,HLA-A
DB00363,HLA-DRB3
DB13245,PLK1
DB04786,SIRT5
DB00404,GABRR1
DB01607,CSF2
DB06144,DRD3
DB01118,MTOR
DB09048,SPR
DB03701,MPHOSPH8
DB01132,TGFB1
DB01001,CRHR2
DB03568,HDAC6
DB00313,HDAC11
DB00682,CYP1A1
DB00668,GHRL
DB13245,KCNH2
DB00285,COMT
DB00201,SHH
DB00728,ABCB1
DB01079,HTR2B
DB09350,CYP3A4
DB00188,NFE2L2
DB01184,KCNH2
DB00934,DRD1
DB01224,MIR582
DB01156,COMT
DB01142,HTR2C
DB00523,EHMT2
DB01073,SULT2B1
DB00170,MAOB
DB09289,OPRM1
DB08059,RECQL
DB00584,AGT
DB05482,HDAC6
DB00563,UGT1A5
DB00331,NR1I2
DB01452,ANKS1B
DB08230,MAPT
DB00398,NRAS
DB00623,DRD5
DB06209,PEAR1
DB00199,ABCC2
DB08167,MAPT
DB13215,SLCO1B3
DB09241,RECQL
DB04452,POLK
DB00441,CMPK1
DB09063,NPM1
DB00485,GLS
DB01047,PLA2G4A
DB00317,BRSK1
DB06626,YES1
DB12138,MINK1
DB01157,BLM
DB00422,ZNF134
DB00649,TNFRSF1B
DB13323,HLA-B
DB01140,NR1I2
DB00270,CYP3A4
DB00532,SCN11A
DB12105,CACNA1G
DB04177,IDH1
DB00859,DDIT3
DB00843,BDNF
DB01484,HTR2C
DB01041,ITGB2
DB00396,TDP1
DB01174,GSTA1
DB00422,CES1
DB13326,NFE2L2
DB00297,FGF6
DB14876,HSP90AB1
DB00543,DRD5
DB08907,SLC5A1
DB00563,IL1RN
DB02232,FEN1
DB00640,PI4K2B
DB06090,CYP2C19
DB08313,HSPB1
DB00909,CYP3A4
DB01132,ADIPOQ
DB00104,PIK3CG
DB08770,CYP3A4
DB08951,NFKB2
DB06803,NFE2L2
DB00762,ABCC4
DB00370,HTR1A
DB12039,ALPL
DB00831,CSF2
DB01064,ADRB3
DB13467,GMNN
DB05482,ABCG2
DB15399,NTRK2
DB00714,HTR1A
DB14065,GMNN
DB14726,HYOU1
DB00945,HLA-DPB1
DB00605,CYP2C9
DB02709,AHR
DB03167,KAT2A
DB06529,GABRQ
DB00997,IL11
DB04867,CCKAR
DB08872,CACNG4
DB14061,AR
DB00398,KRAS
DB00188,DDIT3
DB14987,PDE4D
DB00999,WNK1
DB12105,CACNA2D4
DB00595,FEN1
DB06654,SCN8A
DB00228,GABRG2
DB06414,ABCC3
DB02701,SIRT3
DB05928,MARK3
DB00844,CYP2D6
DB00563,POLI
DB01296,IL1B
DB00928,DNMT3A
DB00800,ADRA2A
DB12476,TLR7
DB00331,ERBB2
DB01016,ABCC5
DB00970,CYP2D6
DB04849,MST1R
DB00945,F13A1
DB14636,AKT1
DB00335,EDN1
DB07954,CYP3A4
DB01079,HTR3A
DB00371,GABRD
DB04485,SLC28A2
DB03929,GRIN2B
DB09319,GLS
DB09371,PGR
DB08826,UGT1A6
DB00756,RORC
DB02010,CHRM1
DB09028,CHRNB4
DB14086,EHMT2
DB14917,BRCA2
DB12224,ROS1
DB00951,NOS2
DB00917,PTGDR
DB05928,BTK
DB00908,CYP3A7
DB00756,NPY1R
DB11428,ADRA2C
DB00127,CYP2C19
DB00661,CACNA1I
DB12028,SMN2
DB00553,FEN1
DB07159,ROS1
DB00928,NR3C1
DB00788,CYP2C9
DB01042,CTLA4
DB06589,TAOK1
DB00595,MAPT
DB09115,TP53
DB00338,VDR
DB04815,KDM4E
DB00997,APEX1
DB12255,EGLN2
DB00273,NR1I2
DB12191,BCL2L1
DB12714,KCNC3
DB04216,RELA
DB12241,GNAQ
DB08190,CYP1A2
DB01204,BRCA1
DB02342,MAPK8
DB00641,F3
DB01267,DRD1
DB00690,GABRA3
DB12429,ERBB2
DB00665,CYP1A2
DB09074,VHL
DB05076,SMARCB1
DB04971,PPARG
DB00509,CYP2C9
DB11991,PSMD13
DB01029,CYP3A4
DB08816,PEAR1
DB02424,FLT3
DB04743,CYP2D6
DB00675,NRG1
DB06148,ADRA1A
DB00184,CDK4
DB00740,KCNN1
DB00437,POU5F1
DB00645,VDR
DB12019,TUBB1
DB01254,ERBB2
DB01319,CYP3A4
DB07810,SLC23A1
DB11886,PIK3R6
DB01437,GABRA3
DB00625,HNF4A
DB11663,CLK4
DB00554,CYP2D6
DB00381,CACNB2
DB11986,TBK1
DB13016,CYSLTR1
DB05289,CYP2C19
DB00727,GUCY1B2
DB00230,CACNG4
DB08231,PPARA
DB08846,POLI
DB04338,PRKACA
DB00637,PPARD
DB00482,CACNB4
DB12869,KCNH2
DB00208,HLA-DRB1
DB01406,CYP2D6
DB00422,NFIB
DB00694,CBFB
DB00238,ABCC3
DB01254,CRKL
DB00589,ADRA2A
DB01645,HPGD
DB14680,TUBA3D
DB14086,KDM4E
DB00540,KCNJ10
DB11762,PSMA4
DB12714,KCNB1
DB01248,SNORD68
DB11703,TXK
DB09225,ADRA2B
DB06412,PLG
DB00391,CYP1A2
DB13956,IDH1
DB00999,SERPINE1
DB01645,SMAD3
DB05119,TK1
DB12883,HTR1A
DB09073,SMARCB1
DB00224,CYP1A2
DB12803,ADRB1
DB09065,CYP3A43
DB14570,ESR1
DB00307,NR1I2
DB00241,GABRB2
DB04815,BAZ2B
DB12105,CACNA2D3
DB12696,MAPK12
DB09115,HSP90AA1
DB00940,CHRM5
DB11764,YES1
DB00334,LEP
DB02255,MMP17
DB01244,CALM1
DB15932,TRPC6
DB13790,CYP3A4
DB12332,STAG2
DB00335,GJA1
DB04575,ESR2
DB04297,SMN2
DB00398,MAPK4
DB00204,CYP1A2
DB06470,CYP1A2
DB01236,KCNK9
DB00849,CYP2C19
DB11762,PSMA5
DB14066,TP53
DB01030,ABCB1
DB11845,PDGFRA
DB04908,CYP3A4
DB05239,PIK3CA
DB12369,PRKAA1
DB00564,POU5F1
DB12923,MME
DB01177,RECQL
DB00959,BCL2
DB00396,NR3C1
DB08872,CACNA1B
DB00898,TG
DB09073,PTEN
DB02546,TUBA3C
DB05421,TACR1
DB13400,RGS4
DB01303,ADORA3
DB11991,PSMA7
DB00363,UGT1A1
DB01028,GABRB3
DB13018,GRIN2C
DB08399,PIK3CG
DB00811,EGFR
DB06832,ESR1
DB11896,ERBB2
DB00563,FLT3
DB00331,HRAS
DB12120,KLK2
DB13242,CYP2D6
DB00499,CYP2C9
DB04557,ALOX15
DB00196,ALB
DB00671,POLH
DB00694,G6PD
DB15493,CBX1
DB00495,FLT3
DB00829,GABRA6
DB00946,PROC
DB06061,MAP2K1
DB11991,PSMD7
DB11772,BRAF
DB01589,GABRB2
DB09201,KAT2A
DB00586,PPARG
DB01029,SLC2A4
DB16320,NR1H2
DB06204,NPIPB8
DB00091,SAG
DB04462,NFKB1
DB03428,NFE2L2
DB01115,NFE2L2
DB04849,ERBB4
DB02736,EHMT2
DB00145,CYP2C19
DB00756,MCL1
DB11740,TAOK1
DB14823,AVPR2
DB14787,MCHR1
DB12332,PALB2
DB08828,SHH
DB12665,ALPL
DB06654,SCN3A
DB02329,GJB7
DB04462,USP1
DB00758,CYP2C9
DB11801,GRIN3A
DB13715,ATAD5
DB15359,MAPK3
DB01445,HSPB1
DB00829,GABRA4
DB09020,AR
DB02232,KDM4A
DB12745,PRKCE
DB00169,ESR1
DB03285,KCNH2
DB03523,DHODH
DB00834,NPSR1
DB06148,ADRA1B
DB00363,CYP2D6
DB08872,CACNG6
DB00477,HTR1A
DB05076,CXCL8
DB12686,CDK12
DB00898,ADH1C
DB00681,CYP2D6
DB00544,INSR
DB00317,RELA
DB08865,KRAS
DB12686,CDK7
DB00767,DRD2
DB16101,CYP2C19
DB00175,LDLR
DB01039,TFPI
DB12450,NFE2L2
DB11991,PSMD11
DB08877,PLAUR
DB00648,ATM
DB01029,ACE
DB02375,KDM4E
DB09079,SRC
DB01268,PTPRB
DB12582,MAOA
DB00975,CYP2C19
DB01039,JUN
DB04924,DRD2
DB00925,DRD2
DB00328,SAG
DB16134,DPP4
DB00839,ABCC8
DB00288,GMNN
DB04665,CYP2C9
DB00635,VWF
DB05220,LIMK1
DB08399,CYP1A2
DB09283,FGFR3
DB11794,TP53
DB00619,SLC19A1
DB09241,FGB
DB12686,YES1
DB01085,NTRK1
DB01115,VDR
DB01428,ALDH1A1
DB14084,CYP2C19
DB09201,PPARA
DB07810,GBA
DB12254,TUBB3
DB00740,SCN2A
DB06732,CYP1B1
DB00839,EHMT2
DB01166,CYP2C9
DB09065,CYP3A5
DB00898,NFE2L2
DB00419,GANAB
DB12714,SCN7A
DB00898,THSD7B
DB01123,HTT
DB12686,CDKN3
DB00641,CYP3A4
DB01065,RORA
DB00544,RGS5
DB13318,GMNN
DB00527,CYP1A2
DB12598,C1R
DB13245,MDM2
DB00959,CD80
DB06281,CETP
DB12116,ABCC1
DB00783,MT-CO1
DB05134,XIAP
DB00104,TG
DB04216,YES1
DB12332,ATR
DB00822,PLK1
DB04868,DDR1
DB11145,NFE2L2
DB12307,MST1R
DB00503,CYP2B6
DB01234,ABCB1
DB00762,BRCA2
DB00650,RGS5
DB01183,PRL
DB08626,KAT2A
DB08960,CHRNA2
DB02709,MAPT
DB12962,MAP4K5
DB01129,HEXB
DB04014,CAMK2D
DB11893,PSEN2
DB00398,PIK3CA
DB11991,ADRM1
DB08871,TUBB
DB11663,CDK7
DB11651,PIK3C2A
DB12613,TUBA3D
DB12708,PTGER3
DB00683,GABRA4
DB08897,CHRM5
DB00575,GNB3
DB08059,EHMT2
DB16108,PTK6
DB01223,ADORA2A
DB00734,CYP2C19
DB00694,APP
DB12561,NOTCH1
DB00975,RAPGEF3
DB01033,TDP1
DB11694,LRRK2
DB03644,CASP6
DB00903,IDH1
DB12015,AKT1
DB01204,UGT1A5
DB00285,CYP3A5
DB16214,HTR6
DB01852,MAPT
DB00222,TNF
DB16139,DRD2
DB00900,TNFRSF1B
DB00277,PDE4D
DB00441,ETS2
DB01437,GABRG1
DB00734,UGT1A10
DB12105,CACNA1H
DB04216,PIK3R6
DB15385,LTA4H
DB00202,CHRM3
DB04297,CFTR
DB00228,GABRE
DB13950,CYP2C9
DB06691,CYP1A2
DB00199,CYP3A5
DB08078,USP1
DB01364,DRD2
DB11457,GMNN
DB06134,RPS6KB1
DB00404,CREBBP
DB15295,PIK3CB
DB12154,TYRO3
DB12238,GABRA5
DB12613,TUBB2B
DB00770,CATSPER3
DB12241,PIK3CA
DB00614,TP53
DB00997,CYP2B6
DB02232,POLI
DB15132,F2
DB05737,PLA2G10
DB00501,SLC29A4
DB06589,CDK7
DB12526,CHRM2
DB00914,STK11
DB00252,SCN11A
DB11510,GNRHR
DB00317,NR1H2
DB00571,ADCYAP1
DB13048,CASP3
DB11397,AR
DB01197,NOS2
DB13044,BAZ2B
DB00811,VWF
DB05969,MELK
DB14970,DNER
DB12598,ASIC1
DB00903,ALDH1A1
DB12404,GABRE
DB06654,SCN11A
DB08907,SLC5A4
DB00794,AR
DB00544,TSHB
DB00734,FASN
DB00734,COMT
DB00589,ADRA2B
DB00260,HIF1A
DB02375,BLM
DB13677,AR
DB11457,JUN
DB01048,LTA
DB04849,LCK
DB00461,RAPGEF4
DB00441,CDSN
DB00279,CYP3A4
DB00740,TRPC5
DB14845,TYK2
DB12769,GART
DB01216,NFE2L2
DB05289,AD5
DB00368,POLH
DB00295,COMT
DB07950,KYAT1
DB06470,EHMT2
DB00928,ABL1
DB00338,ATP4B
DB00336,AR
DB02375,RAPGEF3
DB07159,MAPK10
DB01006,CYP1B1
DB00502,BDNF
DB00952,HTR1E
DB16101,POLH
DB00243,PLG
DB00169,CYP3A4
DB00555,CYP2D6
DB11396,ALOX15
DB01113,CYP2C9
DB07795,TOP2A
DB01104,P3H3
DB11694,CAMK2G
DB08827,PCSK9
DB06704,SLC6A2
DB05381,USP1
DB01254,AR
DB00457,ADRA2C
DB01143,GSR
DB04630,SLC12A1
DB06266,EHMT2
DB00694,BMP7
DB01075,CYP2C9
DB01068,NAT2
DB01045,NOS2
DB06595,STK32B
DB00254,SOD1
DB12116,NFKB1
DB00422,DRD3
DB02709,MAPK14
DB06819,HDAC4
DB00539,PGR
DB11516,SMAD3
DB00499,CDKN1A
DB00409,CYP2C9
DB11836,CRTC2
DB13044,PIN1
DB13326,VDR
DB01204,RGS4
DB01645,SMN2
DB12483,PIK3C3
DB00188,E2F1
DB11986,MAP4K4
DB14201,NFE2L2
DB11155,AR
DB01029,CYP1A2
DB12032,CACNB1
DB00408,HRH1
DB14013,NR1D1
DB02329,GJA3
DB01427,PLK1
DB01329,CYP2D6
DB00091,GABPA
DB01029,EDN1
DB03044,EGFR
DB11651,CRTC2
DB01645,CCNA2
DB12582,AHR
DB00635,GSTA1
DB00938,CYP3A5
DB00967,CYP3A4
DB13136,VKORC1
DB13061,SRC
DB00544,CBR3
DB01590,BRCA1
DB13552,MTOR
DB00794,SCN9A
DB04751,HIF1A
DB15036,MERTK
DB11231,EHMT2
